"","pathway","pval","padj","log2err","ES","NES","size"
"106","BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_24HR_DN",0.612085769980507,0.800170689949821,0.0675188953767744,0.396734475239635,0.887234525415569,9
"107","BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_24HR_UP",0.472589792060492,0.67274269755599,0.0791316651768349,0.395278435466123,0.9935958012356,14
"108","BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_DN",0.250559284116331,0.42353807476199,0.128788713061714,-0.376953430824362,-1.16886870734758,28
"109","BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_UP",0.104395604395604,0.220987096308433,0.186432558434075,0.510997064566869,1.38611949516176,18
"110","BANG_VERTEPORFIN_ENDOMETRIAL_CANCER_CELLS_DN",0.505376344086022,0.702691198127862,0.0824344091527096,-0.362166097191774,-0.978919716619748,16
"111","BANG_VERTEPORFIN_ENDOMETRIAL_CANCER_CELLS_UP",0.0165774604966843,0.0501268881805668,0.352487857583619,0.614527778466034,1.66695465221944,18
"112","BARIS_THYROID_CANCER_DN",0.00126827204588912,0.00620816653374125,0.45505986738723,0.51435291324932,1.7713716229345,55
"113","BARIS_THYROID_CANCER_UP",0.985374771480804,1,0.0422468188360053,0.17684751605363,0.513343827845791,24
"114","BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN",0.348457350272232,0.540139686681445,0.0937465422491719,0.349976279806467,1.05896650494445,29
"115","BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_UP",0.00470447808513535,0.0181967051612412,0.407017918923954,0.57717812054405,1.74001142082689,28
"116","BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_DN",0.0836575875486381,0.187760866542386,0.216542836735348,0.606182739767833,1.42657711529464,11
"117","BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_UP",0.219465648854962,0.384778784874408,0.126875729929857,0.498224666044836,1.22845765192219,13
"118","BARRIER_COLON_CANCER_RECURRENCE_DN",0.140350877192982,0.275242220396188,0.175204047558551,-0.465513613555858,-1.28219407452931,18
"119","BARRIER_COLON_CANCER_RECURRENCE_UP",2.09859332879961e-05,0.000187607661757948,0.575610261071129,0.625094796946177,2.04474387296346,40
"120","BASAKI_YBX1_TARGETS_DN",4.46420965614616e-09,9.81728716964367e-08,0.761460801445585,0.409942588435064,1.85874621206041,365
"121","BASAKI_YBX1_TARGETS_UP",0.000242532962612455,0.00152971215823055,0.518848077743792,0.358050393276166,1.57057817388315,268
"122","BASSO_B_LYMPHOCYTE_NETWORK",0.0304155708750938,0.082628224250484,0.352487857583619,0.331177279917806,1.33092699740768,137
"123","BASSO_CD40_SIGNALING_DN",0.00113621000049368,0.00566652241834364,0.45505986738723,0.483901482060595,1.71927016993701,63
"124","BASSO_CD40_SIGNALING_UP",1.0587420725625e-11,3.70110259422673e-10,0.875325132024659,0.631366731366801,2.42878967563387,99
"125","BASSO_HAIRY_CELL_LEUKEMIA_DN",0.194831013916501,0.354503472657792,0.13880510939114,0.759484876415936,1.27324417137636,3
"126","BASSO_HAIRY_CELL_LEUKEMIA_UP",7.76786684798456e-07,1.03725515694439e-05,0.659444398037935,0.575696336191033,2.10926973428174,76
"127","BAUS_TFF2_TARGETS_DN",0.674373795761079,0.850945223308716,0.062249042949858,0.343432622297627,0.833376281282234,12
"128","BAUS_TFF2_TARGETS_UP",0.0138178705424798,0.0434837531169078,0.380730400722792,0.540739104978977,1.58915613539993,26
"129","BECKER_TAMOXIFEN_RESISTANCE_DN",0.000740027485724276,0.0039370737234046,0.477270815362862,0.540369484882947,1.8315998160322,48
"130","BECKER_TAMOXIFEN_RESISTANCE_UP",0.000219309711576223,0.00141453809616309,0.518848077743792,0.564772068559685,1.91431316129578,48
"131","BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_AND_PAX3",0.118110236220472,0.241067188275935,0.181383128498408,0.653302054905776,1.37577972387849,7
"132","BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN",0.000430408405230263,0.00250176995385214,0.49849310876659,0.552997665131108,1.86192582756783,46
"133","BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP",5.36243706956601e-05,0.000421879205122651,0.557332238758646,0.548843287996836,1.91385411988784,59
"134","BEIER_GLIOMA_STEM_CELL_DN",0.0139378906930516,0.0437870741526942,0.380730400722792,0.421387145519752,1.49716083985106,63
"135","BEIER_GLIOMA_STEM_CELL_UP",0.0071053287958604,0.0252312370417448,0.407017918923954,0.517688940508608,1.66991489350749,37
"136","BENITEZ_GBM_PROTEASOME_INHIBITION_RESPONSE",0.35978835978836,0.551682165146327,0.0902635484340068,0.308339352139715,1.03816894646084,46
"137","BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS",0.00345497901171636,0.0141619742565431,0.431707695803346,0.586619960555782,1.72399351347361,26
"138","BENPORATH_CYCLING_GENES",6.6528698400779e-07,9.04668227244354e-06,0.659444398037935,0.341139658503408,1.61071448376409,597
"139","BENPORATH_EED_TARGETS",1.46874217683334e-22,2.31592516436422e-20,1.22950405660873,0.421441241739705,2.03680115844482,904
"140","BENPORATH_ES_1",0.000978769858341686,0.00500943606365348,0.45505986738723,0.320692839687178,1.44732924573285,349
"141","BENPORATH_ES_2",0.478021978021978,0.677106437140841,0.0768736734126542,0.304728245856547,0.962871023960747,35
"142","BENPORATH_ES_CORE_NINE",0.00993935181966167,0.0331058590271967,0.380730400722792,0.733015625762576,1.63927465706838,9
"143","BENPORATH_ES_CORE_NINE_CORRELATED",2.29469026193936e-06,2.73847818538367e-05,0.627256739718528,0.539382811766035,2.06363302752555,95
"144","BENPORATH_ES_WITH_H3K27ME3",1.43529790817369e-14,7.70796579527189e-13,0.97599468306432,0.366803119202946,1.78480592924515,989
"145","BENPORATH_MYC_MAX_TARGETS",0.876770538243626,0.987799704913881,0.0358449292332649,0.186995315502564,0.890279162341044,716
"146","BENPORATH_MYC_TARGETS_WITH_EBOX",0.0605095541401274,0.148488842957776,0.231126709673834,0.292569584906305,1.25532999959693,215
"147","BENPORATH_NANOG_TARGETS",2.95449930573005e-08,5.36750956744673e-07,0.73376198835648,0.324632719538439,1.57247484553654,911
"148","BENPORATH_NOS_TARGETS",1.4023813890277e-05,0.000134799591103558,0.593325476396405,0.433982028769994,1.78283571224998,163
"149","BENPORATH_OCT4_TARGETS",1.99090528238514e-06,2.41885571639832e-05,0.627256739718528,0.400777032103261,1.75799739655516,268
"150","BENPORATH_PRC2_TARGETS",3.85897577456808e-15,2.21696662521892e-13,0.996986217533181,0.420133332191298,1.97314029818077,569
"151","BENPORATH_PROLIFERATION",0.151315789473684,0.29187957204307,0.143758989039275,0.291802027803742,1.17268671570312,137
"152","BENPORATH_SOX2_TARGETS",3.96901048005929e-05,0.000325379830395126,0.557332238758646,0.304580808204591,1.45113125504907,678
"153","BENPORATH_SUZ12_TARGETS",8.37701640313468e-21,1.17135978421946e-18,1.1778932614942,0.408898941491935,1.98175378871063,920
"154","BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN",0.0150392997333636,0.0465165585709137,0.380730400722792,0.451556370615076,1.52841861499229,47
"155","BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_UP",0.024934535665252,0.0697320501004906,0.352487857583619,0.520428750509637,1.54784649595736,27
"156","BERENJENO_TRANSFORMED_BY_RHOA_DN",7.63459539240244e-09,1.59380243529844e-07,0.747739663149885,0.405405554285442,1.83895628181964,372
"157","BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_DN",0.000235133608012135,0.00149320922791597,0.518848077743792,0.655855810142513,1.9772000348661,28
"158","BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_UP",0.0155604314035023,0.0477904505310217,0.380730400722792,0.583474631445351,1.60084308436129,20
"159","BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_DN",0.00200867504893289,0.00908808961394484,0.431707695803346,0.595696229290953,1.79583772394689,28
"160","BERENJENO_TRANSFORMED_BY_RHOA_REVERSIBLY_UP",0.0669291338582677,0.159335628340386,0.245041785430996,0.711331877363135,1.49798392102986,7
"161","BERENJENO_TRANSFORMED_BY_RHOA_UP",3.55523739383069e-10,9.72060635085068e-09,0.814035837847908,0.388108134948734,1.80790633714384,514
"162","BERGER_MBD2_TARGETS",0.476953907815631,0.675981145691651,0.0817515582532145,-0.618313075123869,-1.02467401038151,3
"163","BERNARD_PPAPDC1B_TARGETS_DN",0.0057888585662316,0.0216127107477795,0.407017918923954,0.46890820781411,1.60719861904629,54
"164","BERNARD_PPAPDC1B_TARGETS_UP",0.97985347985348,1,0.0425877779273254,0.186505595544456,0.594385498482309,36
"165","BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_DN",0.000224128412718526,0.00144060335356201,0.518848077743792,0.57068431366806,1.88741457544134,42
"166","BERTUCCI_INVASIVE_CARCINOMA_DUCTAL_VS_LOBULAR_UP",0.959745762711864,1,0.0501934252649434,-0.210793672043303,-0.612025795575431,21
"167","BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN",0.0143136097295906,0.0447209787967944,0.380730400722792,0.336771769712593,1.3762011607426,158
"168","BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP",2.41682420213429e-06,2.87036605160533e-05,0.627256739718528,0.432067536329106,1.81939519525795,193
"169","BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_DN",0.00818050771649206,0.0282769322233781,0.380730400722792,0.372776034055668,1.46876735204507,116
"170","BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_UP",0.00233816691071218,0.0103021135405992,0.431707695803346,0.412412979226651,1.60230293361459,107
"171","BHATTACHARYA_EMBRYONIC_STEM_CELL",7.44382686786256e-06,7.66197234968464e-05,0.610526878385931,0.550578125758615,2.01509493770444,77
"172","BHAT_ESR1_TARGETS_NOT_VIA_AKT1_DN",0.0196783445233424,0.0575491649140067,0.352487857583619,0.383442053002477,1.42302097159162,82
"173","BHAT_ESR1_TARGETS_NOT_VIA_AKT1_UP",0.000370194060915445,0.002196563799395,0.49849310876659,0.372609622690576,1.58110721908368,199
"174","BHAT_ESR1_TARGETS_VIA_AKT1_DN",0.207836456558773,0.371329792564385,0.122679189568808,0.316017048078688,1.16191443282241,78
"175","BHAT_ESR1_TARGETS_VIA_AKT1_UP",0.0135472117283212,0.0428138107115516,0.380730400722792,0.31042542017758,1.35466678924145,259
"176","BIDUS_METASTASIS_DN",1.7669812942333e-05,0.000162175199632266,0.575610261071129,0.457772648970976,1.84476675878762,138
"177","BIDUS_METASTASIS_UP",0.0913539967373573,0.200550320530906,0.188204146308491,0.287170823293286,1.22404170012368,206
"178","BIERIE_INFLAMMATORY_RESPONSE_TGFB1",0.000219014360273103,0.00141386360974213,0.518848077743792,0.946026748194742,1.81937936418332,5
"179","BILANGES_RAPAMYCIN_SENSITIVE_GENES",1,1,0.0416556773979467,0.129975072324257,0.414225095650349,36
"180","BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2",1,1,0.0540088272801684,-0.156571529775854,-0.582881426862604,65
"181","BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES",0.0888888888888889,0.196526120392469,0.195789002148949,0.372557669513109,1.33122888298994,65
"182","BILANGES_SERUM_RESPONSE_TRANSLATION",0.245009074410163,0.416841655292406,0.115734447701689,0.376889417402566,1.16732632180289,32
"183","BILANGES_SERUM_SENSITIVE_GENES",1,1,0.0542315935495841,-0.15136722927228,-0.580567851514214,75
"184","BILANGES_SERUM_SENSITIVE_VIA_TSC1",0.246861924686192,0.419512433810909,0.125033367555272,-0.401498758843515,-1.1571686779835,20
"185","BILANGES_SERUM_SENSITIVE_VIA_TSC2",0.222014925373134,0.388146405270181,0.124434168630393,0.405047873453131,1.19037870074842,26
"186","BILBAN_B_CLL_LPL_DN",3.51909610864461e-05,0.00029237691996822,0.557332238758646,0.615626064997852,2.01377076019616,40
"187","BILBAN_B_CLL_LPL_UP",0.00637056674967491,0.023165981443494,0.407017918923954,0.466763459302781,1.61687477509699,56
"188","BILD_CTNNB1_ONCOGENIC_SIGNATURE",0.00583602873566735,0.0217450019909657,0.407017918923954,0.42953203484789,1.56468997711989,75
"189","BILD_E2F3_ONCOGENIC_SIGNATURE",0.533546325878594,0.728331519816958,0.0645031249656493,0.223973955348817,0.966980047187626,230
